,Código municipio,Municipio,2009_1,2017_2,2009_3,2009_4,2016_5,2009_6,2017_7,2009_8,2016_9,2013_10,2015_11,2017_12,2017_13,2017_14,2017_15,2017_16,2009_17,2001,2017_19,2016_20,2017_21,2005_22,2005_23,2016_24,2017_25,2005,2011_27,2017_28,2017_29,2017_30,2017_31,2017_32,2017_33,2017_34,2017_35,2017_36,2016_37,2013_38,2016_39,2016_40,2017_41,2016_42,2016_43,2016_44,2016_45,2016_46,2011_47,2017_48,2017_49,2011_50,2015_51,2009_52,2017_53,2017_54,2016_55,2016_56,2016_57,2009_58,2009_59,2017_60,2017_61,2006,2007,2017,2011_65,2016_66,2009_67
208,48086,Sopuerta,70.0,"6,55","0,00","150,08","37,80","3,92","2,73","0,00","3,00","100,00","35,79","-10,79","173,58","6,93","2,31","61,18","70,00","98,94","46,36","3,85","3,85","361,81","28,83","94,71","5,33","47,61","61,60","32,36","67,59","22,69","12,37","4,64","13,92","69,07","6,16","14,52","175,21","3,90","175,21","0,80","23,88","29,28","191,85","25,94","64,03","20,15","83,25","3,93","2.596,00","74,19","0,00","150,08","-1,16","1,32","0,12","67,71","101,20","76,14","137,54","5,39","-10,79","6,51","15,77","7,45","10,77","36,97","31,14"
209,20065,Soraluze-Placencia de las Armas,66.67,"12,75","0,00","379,81","38,80","2,50","3,27","5,00","3,00","98,90","55,03","-5,13","154,31","8,92","2,80","278,05","66,67","87,53","41,94","5,07","0,00","327,33","48,79","175,51","3,67","35,80","64,40","24,73","69,68","23,20","10,50","18,26","4,11","67,12","3,57","14,18","4,08","10,02","4,08","0,60","0,00","0,00","54,14","18,95","53,25","15,18","95,81","9,10","3.901,00","63,56","1,01","379,81","5,90","1,95","0,07","68,00","78,00","11,20","10,24","5,90","-5,13","4,31","9,99","-3,96","16,25","35,58","10,44"
210,48076,Sukarrieta,75.0,"2,72","0,00","539,77","41,70","56,82","32,65","0,00","3,00","100,00","31,18","0,00","172,36","5,43","2,72","235,26","75,00","93,39","21,91","0,00","0,00","315,43","20,81","0,00","0,00","41,51","72,70","97,83","64,57","26,43","0,00","4,35","4,35","91,30","21,74","9,81","114,95","0,00","114,95","0,71","0,00","0,00","0,00","13,39","82,44","43,15","100,00","5,72","367,00","86,96","0,00","539,77","-13,62","8,65","0,00","60,90","114,60","24,24","113,64","5,45","0,00","15,39","20,41","3,97","13,13","18,46","57,14"
211,20071,Tolosa,100.0,"8,09","47,94","160,27","42,40","4,42","2,17","5,64","3,00","99,18","130,24","-1,24","150,97","18,41","12,65","521,41","100,00","76,60","46,04","4,17","1,55","423,26","64,92","126,35","4,89","52,97","71,50","50,93","71,51","21,73","9,26","6,82","2,69","81,24","5,81","15,15","189,57","6,87","189,57","0,55","7,89","2,37","59,34","19,31","64,41","24,90","69,20","6,50","19.386,00","66,08","1,51","160,27","5,47","4,16","0,64","62,88","88,70","25,09","14,98","8,98","-1,24","1,34","2,66","8,37","17,52","30,42","7,78"
212,48087,Trucios-Turtzioz,57.14,"1,96","0,00","47,97","65,90","0,00","16,65","0,00","3,00","100,00","16,72","-7,84","173,65","9,80","0,00","16,50","57,14","98,80","66,67","0,00","0,00","406,18","30,09","94,44","9,09","34,77","65,20","50,98","56,44","24,90","10,53","3,51","36,84","49,12","7,84","9,02","298,76","19,05","298,76","0,85","13,73","0,00","283,46","22,89","53,81","15,26","100,00","3,33","510,00","69,81","0,00","47,97","15,69","0,76","0,00","58,36","107,80","37,14","119,93","5,88","-7,84","17,72","26,98","-6,93","24,92","42,86","46,51"
213,48088,Ubide,40.0,"0,00","0,00","479,04","49,10","0,00","0,00","0,00","3,00","100,00","0,00","-17,14","176,63","0,00","0,00","62,50","40,00","100,00","100,00","0,00","0,00","306,64","60,04","0,00","0,00","65,44","71,50","11,30","52,17","19,43","7,14","7,14","21,43","64,29","22,60","12,00","285,44","0,00","285,44","0,78","34,29","0,00","0,00","23,31","65,03","24,54","94,12","10,86","175,00","75,58","0,00","479,04","17,14","2,14","0,00","53,57","101,80","1,64","5,99","0,00","-17,14","0,95","17,62","12,90","12,14","29,50","153,85"
214,48065,Ugao-Miraballes,100.0,"8,00","0,00","61,73","43,50","0,00","3,87","7,41","3,00","100,00","230,49","-1,69","172,81","11,88","7,03","787,24","100,00","65,38","55,84","2,43","2,42","274,39","49,07","0,00","4,31","38,78","70,60","24,74","62,27","20,57","15,91","7,47","1,62","75,00","5,58","13,60","-10,48","12,24","-10,48","0,64","0,00","0,00","0,00","18,29","58,24","18,83","99,02","4,96","4.133,00","80,90","1,46","61,73","0,73","7,94","1,52","60,00","82,40","110,98","92,35","7,50","-1,69","2,49","7,50","2,89","13,03","23,70","9,60"
215,48089,Urduliz,44.44,"5,00","0,00","259,21","38,70","2,92","3,74","1,75","3,00","100,00","68,19","3,53","169,48","4,77","4,05","544,62","44,44","94,10","38,46","2,41","2,35","273,85","38,39","114,75","3,03","44,90","74,50","36,22","57,22","16,10","13,92","10,13","4,43","71,52","4,77","16,60","8,31","5,09","8,31","0,69","19,54","0,00","89,18","19,00","71,51","32,43","99,38","2,94","4.248,00","87,09","0,24","259,21","5,65","9,22","1,54","33,33","96,90","7,69","13,44","11,30","3,53","8,43","11,47","30,03","12,94","12,71","16,13"
216,48074,Urduña/Orduña,55.56,"2,65","0,00","173,79","51,20","2,35","4,61","4,23",3,"100,00","33,67","-0,24","174,87","10,12","5,06","124,00","55,56","97,15","73,03","2,40","2,42","455,61","64,36","100,00","5,69","33,11","65,30","40,73","65,36","21,26","10,33","7,33","16,67","65,67","6,51","14,13","-42,02","7,12","-42,02","0,58","11,85","8,95","63,71","21,80","61,86","18,02","88,79","4,57","4.134,00","75,78","0,24","173,79","14,76","3,88","1,74","40,64","89,30","31,83","77,97","7,50","-0,24","10,67","22,65","0,00","18,73","23,31","9,35"
217,1054,Urkabustaiz,33.33,"14,98","0,00","23,60","52,20","0,00","11,67","0,00","3,00","100,00","22,51","3,01","254,48","5,99","0,75","21,88","33,33","97,54","49,64","7,47","0,00","252,48","10,38","100,00","5,66","42,84","68,00","26,22","59,09","13,38","8,00","8,80","33,60","49,60","6,74","18,50","149,17","15,65","149,17","0,88","9,77","0,00","78,65","21,97","69,15","22,72","100,00","8,12","1.330,00","82,02","0,75","23,60","0,75","1,49","1,51","53,08","115,20","6,05","44,06","8,27","3,01","3,39","18,15","16,56","15,24","23,75","9,43"
218,20072,Urnieta,59.64,"4,32","0,00","284,78","40,70","0,00","3,65","2,28","3,00","100,00","150,80","-1,44","565,75","8,17","4,00","278,54",60.61,"87,36","32,92","3,20","1,60","308,48","39,99","68,18","5,73","35,20","71,20","25,94","62,17","15,75","15,95","11,63","5,25","67,17","6,24","16,32","82,50","8,07","82,50","0,73","53,51","2,24","8,14","23,28","63,89","20,43","84,75","4,58","6.242,00","79,80","1,12","284,78","-0,16","3,95","2,01","56,18","91,00",19.96,36.58,"6,73","-1,44","4,03","13,40","4,07","7,39","6,85","7,11"
219,20077,Urretxu,100.0,"7,21","0,00","246,37","38,70","0,00","2,79","4,31","2,00","99,20","91,43","-4,72","140,57","12,21","8,39","901,20","100,00","81,49","49,51","2,94","0,00","311,16","49,81","0,00","10,14","17,10","76,30","19,57","73,91","21,06","15,69","9,49","2,19","72,63","7,06","15,61","13,74","2,90","13,74","0,61","5,89","0,00","0,00","19,33","59,83","20,66","84,22","5,69","6.786,00","77,68","1,32","246,37","-1,03","6,89","1,20","59,10","91,60","4,95","1,58","3,83","-4,72","8,33","1,76","0,37","11,02","28,86","9,93"
220,20073,Usurbil,73.08,"9,87","265,75","343,76","47,70","1,66","4,64","0,00","3,00","100,00","67,67","2,60","238,09","13,92","11,33","239,09","73,08","84,50","32,86","3,23","6,49","328,33","53,81","0,00","3,91","50,00","72,10","37,71","68,19","17,81","13,74","12,62","6,87","66,77","8,26","17,67","119,82","9,73","119,82","0,76","27,76","0,00","0,00","20,15","60,74","20,89","86,27","4,68","6.159,00","70,36","1,13","343,76","-2,44","5,58","6,09","55,16","94,80","16,40","38,58","9,58","2,60","0,59","11,85","7,71","8,26","16,86","10,07"
221,1055,Valdegovía/Gaubea,81.82,"40,76","0,00","36,17","43,20","0,00","7,74","90,42","3,00","98,36","15,04","-7,03","508,05","3,98","0,00","4,18","81,82","99,87","67,16","9,85","0,00","690,14","54,14","0,00","12,50","63,19","67,60","34,79","66,56","27,61","5,93","3,70","42,96","47,41","23,86","9,14","51,30","9,63","51,30","0,99","348,39","0,00","0,00","18,88","55,84","18,08","98,44","7,83","996,00","72,26","0,00","36,17","17,07","0,80","20,50","60,95","128,90","6,73","117,54","5,02","-7,03","15,56","31,04","-10,43","23,93","36,68","196,08"
