,Código municipio,Municipio,2009_1,2009_2,2009_3,2009_4,2010_5,2009_6,2009_7,2009_8,2009_9,2009_10,2009_11,2009_12,2011_13,2009_14,2009_15,2009_16,2009_17,2001_18,2009_19,2009_20,2009_21,2005_22,2005_23,2009_24,2009_25,2005_26,2011_27,2009_28,2009_29,2009_30,2009_31,2009_32,2012,2009_34,2009_35,2009_36,2009_37,2009_38,2009_39,2009_40,2009_41,2009_42,2009_43,2010_44,2010_45,2010_46,2011_47,2009_48,2009_48,2011_50,2009_51,2009_52,2009_53,2009_54,2005_55,2005,2006_57,2009_58,2009_59,2009_60,2009_61,2006_62,2007,2009_64,2001_65,2010,2009,2011_partic,estado_animo,satisfaccion_ocio,valor_vida,satisfaccion_vida
132,48022,Karrantza Harana/Valle de Carranza,83.33,"8,93","0,00","96,91","60,30","0,00","1,52","0,00","2,00","100,00","0,00","-8,58","456,62","11,74","6,05","20,41","83,33","99,86","59,81","3,59","0,00","350,88","34,92","89,66","4,08","27,84","65,30","37,53","60,85","24,52","17,35","6,39","50,62","76,26","11,03","9,54","10,02","10,77","10,02","0,83","66,04","0,00","84,30","13,76","44,73","12,15","93,69","1,99","2.810,00","50,93","0,72","96,91","6,05","0,17","0,15","37,43","109,05","16,81","14,36","5,72","-8,58","11,60","34,88","-7,47","26,67","41,92","7,87",1,1,2,2,1
133,48907,Kortezubi,50.0,"31,25","0,00","95,47","59,90","0,00","0,00","0,00","3,00","98,90","0,00","-2,40","196,04","0,00","0,00","34,33","50,00","99,38","44,44","0,00","0,00","221,56","39,94","0,00","0,00","70,30","66,60","50,48","58,46","20,39","5,26","5,26","48,89","89,47","9,71","13,11","255,86","0,00","255,86","0,75","23,87","0,00","0,00","18,68","61,05","24,21","96,67","1,46","412,00","86,26","2,39","95,47","-4,85","0,32","1,42","64,42","136,08","12,82","11,93","7,21","-2,40","11,26","16,28","13,81","18,83","33,18","17,86",1,1,2,2,1
134,1019,Kripan,87.5,"0,00","0,00","641,03","37,20","0,00","32,03","0,00","2,00","99,73","0,00","5,13","153,80","0,00","0,00","15,52","87,50","98,68","100,00","0,00","0,00","333,11","37,13","0,00","0,00","10,68","64,20","5,13","74,77","22,68","20,00","20,00","71,88","60,00","0,00","18,04","712,28","51,28","712,28","0,69","0,00","0,00","0,00","16,96","43,27","11,11","81,82","1,03","194,00","68,06","5,13","641,03","-5,15","1,18","60,08","23,04","104,83","13,51","102,56","10,26","5,13","13,16","39,94","2,11","16,52","12,40","28,57",1,2,2,2,2
135,1020,Kuartango,100.0,"73,03","0,00","523,94","51,10","28,17","9,36","0,00","0,00","99,73","0,00","-2,81","307,65","0,00","2,80","4,23","100,00","100,00","100,00","0,00","0,00","499,71","19,66","0,00","0,00","76,79","64,50","36,52","52,56","23,53","5,00","5,00","44,44","90,00","16,81","8,12","-722,56","0,00","-722,56","1,10","22,54","0,00","0,00","18,60","53,20","14,53","100,00","1,12","357,00","85,21","0,00","523,94","8,40","0,84","17,88","53,78","144,50","1,42","28,17","8,43","-2,81","7,88","22,97","-4,03","5,98","32,98","107,14",1,2,2,2,2
136,1028,Labastida/Bastida,50.0,"6,07","0,00","501,70","44,50","0,00","6,99","0,00","2,00","98,08","0,00","16,86","333,59","12,05","4,69","39,11","50,00","83,98","51,98","6,80","6,69","400,56","11,49","0,00","3,85","57,56","63,90","39,78","55,95","15,66","22,78","18,35","26,34","58,86","16,06","15,06","13,51","6,80","13,51","0,77","75,46","0,00","0,00","16,18","52,06","14,73","96,36","8,37","1.494,00","58,27","0,00","501,70","-22,09","2,12","38,51","25,99","107,64","19,98","110,13","21,58","16,86","2,44","28,75","25,02","2,85","17,72","12,88",1,2,2,2,2
137,1030,Lagrán,53.33,"10,99","0,00","1.252,81","39,40","0,00","0,00","0,00","3,00","98,08","0,00","-21,98","692,96","5,38","0,00","4,08","53,33","99,22","100,00","0,00","0,00","312,34","17,24","0,00","0,00","84,23","67,50","49,45","73,83","36,02","18,18","9,09","40,74","72,73","5,38","3,23","277,23","0,00","277,23","0,88","0,00","0,00","0,00","13,56","39,55","12,43","100,00","1,08","186,00","69,86","5,62","1.252,81","-5,38","0,56","16,10","70,22","99,03","1,18","16,85","0,00","-21,98","21,44","30,23","-5,58","1,73","18,64","333,33",1,2,2,2,2
138,1032,Lanciego/Lantziego,100.0,"5,82","0,00","362,07","34,10","0,00","4,73","0,00","2,00","99,73","0,00","-1,46","347,78","10,34","2,95","27,98","100,00","99,64","59,06","14,37","0,00","689,23","8,31","0,00","9,52","33,72","63,60","33,48","65,53","23,93","18,09","46,81","41,10","35,11","5,91","11,52","84,17","14,37","84,17","0,72","27,30","0,00","0,00","13,22","44,17","12,44","91,49","8,27","677,00","50,62","2,87","362,07","35,45","1,06","61,32","4,34","97,55","11,72","43,10","8,73","-1,46","9,63","43,16","5,45","10,52","12,59","12,50",1,2,2,2,2
139,48051,Lanestosa,75.0,"14,29","0,00","720,59","54,50","0,00","0,00","0,00","1,00","100,00","0,00","-7,14","189,36","3,48","3,48","239,17","75,00","99,30","100,00","0,00","0,00","245,01","30,39","100,00","0,00","27,84","62,90","7,14","62,15","26,83","35,00","5,00","34,38","60,00","13,94","8,71","414,28","36,76","414,28","0,80","0,00","91,91","0,00","11,79","41,06","13,31","100,00","4,88","287,00","60,22","0,00","720,59","-17,42","12,42","0,00","35,83","110,03","1,34","7,35","3,57","-7,14","0,00","43,73","-1,37","9,79","35,00","45,45",1,1,2,2,1
140,1902,Lantarón,100.0,"34,02","0,00","12,54","66,40","0,00","4,84","0,00","2,00","98,08","0,00","-10,31","159,01","1,02","2,04","15,89","100,00","100,00","15,27","0,00","10,18","293,27","10,65","0,00","0,00","53,72","63,90","32,99","59,16","22,10","7,50","32,50","31,78","60,00","10,18","11,71","300,10","0,00","300,10","0,85","64,79","0,00","0,00","21,83","52,83","14,82","90,38","5,09","982,00","69,81","1,04","12,54","2,04","3,22","59,32","30,73","104,83","2,46","51,20","4,12","-10,31","6,60","28,33","6,28","29,37","48,76","103,45",2,2,2,2,2
141,1033,Lapuebla de Labarca,0.0,"2,29","0,00","420,32","65,40","0,00","0,00","0,00","3,00","99,73","0,00","-5,73","281,74","10,26","3,42","146,17","0,00","98,44","47,66","11,55","0,00","522,21","7,98","0,00","10,00","48,35","63,10","41,28","63,93","22,69","13,33","53,33","43,98","33,33","6,84","12,54","28,68","23,09","28,68","0,75","15,01","0,00","0,00","10,60","43,77","14,09","72,22","7,30","877,00","46,99","1,15","420,32","3,42","7,40","59,33","4,00","105,16","1,13","5,77","3,44","-5,73","13,09","40,90","0,57","11,64","42,93","9,26",1,2,2,2,2
142,48052,Larrabetzu,75.0,"10,02","0,00","287,95","39,80","0,00","4,74","0,00","3,00","98,08","0,00","-1,58","185,81","7,47","1,60","87,16","75,00","97,69","40,06","5,22","0,00","277,45","40,82","0,00","5,88","41,29","72,90","44,83","61,00","18,73","15,76","12,73","9,82","71,52","8,00","15,64","88,34","10,43","88,34","0,73","6,26","0,00","0,00","13,55","64,94","31,02","100,00","3,20","1.874,00","84,40","0,00","287,95","3,74","0,75","0,00","64,05","108,33","16,67","14,08","11,08","-1,58","1,34","4,03","20,90","24,13","26,53","15,87",1,1,2,2,1
143,20048,Larraul,100.0,"0,00","0,00","335,97","35,50","0,00","18,10","0,00","3,00","96,71","0,00","11,95","260,38","0,00","0,00","42,20","100,00","100,00","100,00","0,00","0,00","270,85","49,98","0,00","6,67","45,12","70,40","11,95","69,39","12,85","31,25","6,25","26,47","62,50","4,02","24,90","36,72","0,00","36,72","0,65","0,00","0,00","0,00","15,87","50,00","18,27","100,00","1,20","249,00","86,44","0,00","335,97","8,03","0,64","0,34","55,42","173,11","26,32","39,53","19,92","11,95","5,37","11,93","72,92","24,53","22,22","15,62",1,2,1,1,2
144,20902,Lasarte-Oria,100.0,"13,47","29,81","236,90","33,40","0,00","1,84","2,07","3,00","99,73","3,24","4,55","248,64","11,64","8,15","3.013,90","100,00","67,67","53,98","3,36","0,56","319,03","87,18","92,65","3,71","27,50","75,00","22,22","54,13","18,43","21,98","5,31","1,36","72,72","6,75","12,96","-109,27","6,16","-109,27","0,60","9,86","0,17","18,98","17,50","52,81","16,87","88,07","5,55","17.782,00","77,43","1,06","236,90","8,38","17,10","1,69","25,08","79,56","29,83","16,86","10,89","4,55","1,01","11,03","0,86","7,67","5,67","10,46",2,2,1,1,2
145,1036,Laudio/Llodio,45.16,"3,87","0,00","170,90","37,20","3,26","1,11","3,26","3,00","100,00","3,67","-1,36","167,36","12,39","8,85","487,07","45,16","77,04","28,40","3,80","0,55","422,59","24,96","88,31","3,83","50,19","72,60","28,09","56,24","20,46","14,88","7,52","3,56","77,60","5,84","11,46","280,09","11,40","280,09","0,59","3,42","0,71","16,72","17,56","55,17","18,34","67,26","3,57","18.314,00","55,56","1,57","170,90","4,31","4,28","3,30","69,79","86,92","14,93","13,03","8,38","-1,36","4,26","13,05","-6,71","7,85","12,27","8,70",2,2,2,2,2
146,48053,Laukiz,60.0,"7,30","0,00","65,83","34,20","0,00","3,52","0,00","3,00","98,90","0,00","10,04","185,11","3,70","1,85","133,58","60,00","100,00","72,22","9,02","0,00","197,18","41,12","0,00","2,94","66,88","70,80","26,46","59,35","16,36","13,79","2,30","13,27","83,91","12,94","17,38","107,13","0,00","107,13","0,94","10,82","0,00","0,00","11,88","75,94","38,17","99,02","5,64","1.082,00","85,59","0,00","65,83","1,85","6,96","2,96","37,41","179,16","4,43","22,54","10,95","10,04","6,48","9,32","14,38","4,75","11,03","5,32",1,1,2,2,1
147,20049,Lazkao,66.67,"4,11","66,87","217,28","36,60","1,87","2,17","3,55","3,00","96,71","0,00","3,36","102,73","9,34","5,23","469,65","66,67","90,72","43,40","3,74","1,87","213,55","26,45","88,89","5,46","32,60","71,00","18,87","59,25","17,05","23,33","14,64","5,64","62,03","4,86","15,84","283,26","7,48","283,26","0,74","8,79","0,00","119,47","18,71","54,84","17,23","94,78","6,61","5.354,00","76,76","0,56","217,28","-2,61","7,61","0,26","65,09","89,09","6,34","10,28","14,39","3,36","2,27","10,04","9,87","14,78","17,75","5,77",2,2,1,1,2
148,20050,Leaburu,66.67,"10,23","0,00","12,66","48,20","0,00","0,00","0,00","1,00","96,71","0,00","7,67","157,89","0,00","0,00","113,53","66,67","98,44","38,12","0,00","0,00","427,21","86,02","0,00","0,00","52,75","60,60","30,69","65,67","20,98","30,56","19,44","17,07","50,00","2,59","15,54","185,35","0,00","185,35","0,91","20,25","0,00","0,00","17,51","43,62","11,57","93,10","3,11","386,00","81,58","2,53","12,66","5,18","1,74","0,00","56,18","99,12","20,34","30,38","23,02","7,67","2,15","3,85","8,43","16,46","42,63","28,99",1,2,1,1,2
149,20051,Legazpi,92.0,"2,64","36,72","206,70","39,60","1,15","3,31","5,74","3,00","96,70","36,65","2,87","157,09","14,34","8,38","208,49","92,00","71,51","25,53","4,59","1,15","338,35","67,33","94,69","3,92","40,20","76,50","17,90","59,29","20,96","19,72","9,33","3,68","70,95","4,93","12,64","770,38","6,88","770,38","0,63","6,08","0,92","56,21","14,51","53,18","17,60","83,60","3,82","8.715,00","57,58","0,80","206,70","3,21","2,81","0,19","81,08","84,72","10,40","13,99","9,64","2,87","9,88","3,31","-3,85","8,64","22,78","12,48",2,2,1,1,2
150,20052,Legorreta,22.22,"19,40","0,00","265,37","38,50","0,00","5,01","20,05","3,00","96,71","0,00","6,02","219,24","8,70","2,68","173,72","22,22","92,73","29,90","6,68","13,39","316,33","58,79","100,00","7,41","26,20","61,60","54,18","59,79","18,94","21,00","9,00","11,88","70,00","8,70","14,19","133,76","6,68","133,76","0,66","13,37","6,68","0,00","18,91","52,84","17,12","97,52","6,96","1.494,00","80,31","0,00","265,37","8,70","3,27","0,35","72,91","95,38","3,56","6,68","16,05","6,02","0,58","7,75","5,06","18,17","17,21","8,93",1,2,1,1,2
151,1058,Legutio,75.0,"40,15","0,00","222,63","43,20","0,00","1,92","0,00","3,00","99,73","10,07","1,82","430,42","5,48","3,04","35,80","75,00","100,00","19,99","6,08","0,00","351,58","9,30","0,00","6,06","44,45","73,60","62,04","45,91","13,51","8,96","41,49","4,32","49,55","7,91","14,30","486,92","12,17","486,92","0,98","36,50","0,00","0,00","16,66","57,20","20,68","97,56","8,83","1.643,00","73,21","0,61","222,63","9,74","6,72","4,05","46,75","106,53","0,42","7,91","8,52","1,82","0,87","13,34","23,26","12,71","21,73","21,01",2,2,2,2,2
152,20068,Leintz-Gatzaga,20.0,"71,97","0,00","267,18","39,30","0,00","0,00","133,59","3,00","96,44","0,00","0,00","76,12","3,76","0,00","18,10","20,00","98,36","100,00","0,00","0,00","238,56","48,90","0,00","0,00","20,56","59,50","45,45","59,28","20,30","4,76","14,29","20,00","80,95","26,32","12,78","231,22","0,00","231,22","0,71","259,54","0,00","0,00","21,85","60,08","15,97","100,00","7,89","266,00","83,20","0,00","267,18","0,00","0,16","0,00","83,47","103,76","21,74","19,08","15,15","0,00","6,21","9,84","1,53","23,88","17,99","54,05",2,2,1,1,2
153,48054,Leioa,42.5,"6,60","79,96","109,44","29,60","0,66","1,53","0,73","3,00","98,08","48,41","3,41","183,65","13,73","11,14","3.538,71","42,50","62,73","31,79","2,97","1,00","366,69","42,13","84,81","5,10","42,59","76,30","29,47","46,56","12,60","14,05","5,77","0,48","80,17","6,18","14,90","-26,97","7,60","-26,97","0,61","7,67","0,26","76,98","14,91","68,16","29,33","70,50","5,56","30.079,00","79,06","0,83","109,44","1,43","31,51","6,00","5,76","84,78","13,52","11,96","10,47","3,41","3,04","6,11","8,80","8,14","6,89","8,96",2,1,2,2,1
154,48057,Lekeitio,100.0,"8,05","38,52","160,93","43,10","6,72","2,15","0,81","3,00","98,90","0,00","-4,69","183,22","17,92","10,97","3.935,26","100,00","79,33","71,45","4,03","2,67","266,95","66,42","77,53","4,50","42,00","64,90","34,33","63,75","22,34","15,34","4,44","3,01","80,22","9,76","12,89","219,70","6,72","219,70","0,47","29,31","0,00","52,51","15,17","57,85","24,01","86,52","4,23","7.477,00","66,37","1,21","160,93","4,95","31,37","0,53","9,47","82,18","4,03","3,23","8,45","-4,69","17,88","29,03","0,46","16,20","14,55","5,04",1,1,2,2,1
155,48055,Lemoa,14.29,"10,34","0,00","322,69","39,40","3,10","2,86","3,41","3,00","96,44","106,22","1,88","185,19","8,87","6,33","199,87","14,29","88,44","31,08","3,10","6,33","283,08","62,53","0,00","3,48","50,16","72,10","63,28","54,96","18,68","17,68","21,04","4,92","61,28","5,70","13,39","374,18","12,40","374,18","0,78","0,00","0,00","0,00","19,81","56,20","18,23","96,43","6,40","3.158,00","81,59","0,31","322,69","10,77","4,95","0,25","64,11","89,20","9,59","23,25","10,34","1,88","0,19","2,71","26,98","16,92","28,22","9,05",1,1,2,2,1
156,48056,Lemoiz,25.0,"11,70","0,00","248,29","35,90","0,00","2,98","0,00","3,00","98,90","0,00","0,97","185,05","3,89","0,00","74,49","25,00","96,33","100,00","9,78","0,00","214,26","40,13","0,00","2,94","21,63","68,50","41,91","60,12","19,65","8,77","1,75","21,69","89,47","11,67","14,01","-1.199,60","0,00","-1.199,60","0,66","18,57","0,00","0,00","17,25","68,00","28,42","98,84","3,60","1.028,00","86,30","0,00","248,29","4,86","5,72","1,38","77,61","96,82","1,52","11,73","9,75","0,97","12,24","19,32","14,48","6,03","12,93","12,90",1,1,2,2,1
157,1034,Leza,60.0,"17,32","0,00","754,24","61,40","0,00","0,00","0,00","2,00","99,73","0,00","-4,33","253,10","0,00","0,00","22,73","60,00","100,00","100,00","0,00","0,00","303,43","10,21","0,00","0,00","78,85","68,50","51,95","65,44","26,67","0,00","57,14","30,00","42,86","13,33","10,67","-2.293,81","127,12","-2.293,81","0,75","42,37","0,00","0,00","18,55","47,96","11,76","83,33","11,56","225,00","67,35","4,24","754,24","31,11","1,57","55,35","18,28","104,06","9,03","59,32","17,32","-4,33","13,31","32,19","14,80","15,27","35,15","37,04",1,2,2,2,2
158,48081,Lezama,100.0,"4,43","0,00","161,14","35,40","0,00","3,09","0,00","3,00","98,08","34,48","4,43","181,92","6,90","3,65","149,39","100,00","93,80","28,20","4,00","0,00","222,37","29,46","0,00","5,33","35,87","71,40","38,26","54,93","15,78","12,99","17,51","13,85","69,49","7,30","15,25","-34,62","4,00","-34,62","0,73","18,79","0,00","0,00","14,48","64,50","28,42","100,00","5,15","2.465,00","83,14","0,40","161,14","7,30","2,75","1,21","57,82","113,93","3,53","6,40","11,28","4,43","2,48","10,81","16,88","19,11","18,35","7,63",2,1,2,2,1
159,20053,Lezo,88.24,"23,02","0,00","187,88","35,00","1,67","3,77","3,34","3,00","99,73","0,00","2,50","204,68","6,83","5,66","706,24","88,24","86,80","36,62","3,34","5,00","312,72","60,14","0,00","3,70","48,60","66,90","38,86","48,96","13,28","25,00","17,66","2,79","57,34","7,50","14,93","-341,66","5,01","-341,66","0,70","4,84","0,00","0,00","19,55","57,32","14,90","96,82","2,57","6.003,00","81,24","1,34","187,88","2,00","8,94","0,12","39,65","77,00","8,95","11,36","9,34","2,50","0,72","12,09","2,99","11,64","13,78","8,81",2,2,1,1,2
160,20054,Lizartza,20.0,"16,90","0,00","251,13","41,90","0,00","12,39","0,00","3,00","96,71","0,00","13,82","244,71","3,12","0,00","51,28","20,00","98,67","32,54","0,00","0,00","247,82","40,21","0,00","8,00","52,75","59,00","16,90","54,83","17,32","21,82","20,00","17,24","58,18","7,80","14,04","343,40","15,13","343,40","0,77","62,03","0,00","0,00","10,56","41,06","13,63","100,00","6,86","641,00","78,04","0,00","251,13","6,24","1,21","0,08","71,92","100,99","3,31","7,56","16,90","13,82","4,40","5,96","6,83","33,64","13,65","10,20",1,2,1,1,2
161,48903,Loiu,75.0,"8,73","0,00","180,88","35,90","0,00","4,55","0,00","3,00","98,08","0,00","-7,90","178,28","11,35","11,35","149,67","75,00","95,84","18,85","3,97","4,37","531,76","38,62","65,49","14,06","46,64","77,50","102,24","68,51","18,60","11,55","17,73","2,02","70,72","10,48","13,80","368,45","0,00","368,45","1,01","19,44","0,00","432,12","12,41","66,77","31,43","97,30","9,30","2.290,00","86,07","0,79","180,88","24,89","10,12","2,68","30,59","128,10","7,62","46,81","4,57","-7,90","2,18","5,34","20,65","9,61","28,99","6,04",2,1,2,2,1
162,48058,Mallabia,33.33,"57,63","0,00","297,80","42,30","0,00","11,81","0,00","2,00","96,44","0,00","5,93","335,08","3,40","1,70","50,34","33,33","100,00","24,85","8,46","8,49","353,78","87,52","0,00","6,25","50,70","67,70","43,22","52,20","17,74","7,14","49,11","8,26","43,75","13,58","12,48","269,62","0,00","269,62","1,02","43,15","0,00","0,00","16,96","51,81","17,15","100,00","2,89","1.178,00","73,84","8,46","297,80","1,70","1,75","0,13","66,54","156,35","12,93","44,84","13,56","5,93","3,20","12,11","6,90","12,20","22,18","6,76",1,1,2,2,1
163,48060,Markina-Xemein,84.62,"6,87","0,00","73,74","35,40","2,02","5,37","6,06","3,00","98,90","0,00","4,24","181,82","13,95","10,92","108,94","84,62","89,04","47,33","4,04","8,09","290,29","69,98","89,83","6,12","40,00","70,80","37,18","53,73","18,62","14,18","12,19","8,24","73,63","7,07","12,33","142,84","12,12","142,84","0,67","17,58","3,84","42,60","17,47","52,80","18,34","72,52","12,86","4.947,00","67,31","0,81","73,74","3,03","0,84","0,08","76,73","93,75","20,89","16,16","10,91","4,24","9,69","22,25","5,28","21,60","11,93","6,26",2,1,2,2,1
164,48061,Maruri-Jatabe,40.0,"30,10","0,00","138,39","57,90","22,32","0,00","22,32","3,00","98,90","0,00","1,11","183,01","3,34","1,11","56,84","40,00","100,00","76,92","0,00","0,00","276,22","58,53","27,27","0,00","54,47","65,30","55,74","54,03","16,82","11,67","8,33","22,58","80,00","11,14","14,25","979,34","0,00","979,34","0,74","13,39","0,00","70,06","16,35","70,29","34,71","100,00","2,56","898,00","89,24","0,00","138,39","-2,23","1,05","1,08","70,63","110,47","15,66","29,02","7,80","1,11","7,03","15,28","52,46","8,64","37,17","22,90",1,1,2,2,1
165,48059,Mañaria,66.67,"13,78","0,00","283,24","39,90","0,00","26,80","0,00","3,00","96,44","0,00","0,00","182,74","4,03","4,03","28,18","66,67","97,03","33,50","0,00","0,00","263,67","16,00","0,00","0,00","27,39","63,00","25,59","49,85","18,75","17,31","21,15","14,58","61,54","6,05","10,69","-2.107,32","0,00","-2.107,32","0,90","0,00","0,00","0,00","15,58","49,89","16,84","93,33","9,68","496,00","79,72","0,00","283,24","18,15","0,56","0,06","70,34","115,94","10,10","19,27","13,78","0,00","3,68","13,30","4,20","13,57","16,92","16,95",1,1,2,2,1
166,20901,Mendaro,77.78,"27,33","0,00","275,55","34,20","0,00","4,58","0,00","3,00","98,90","0,00","1,58","158,59","8,39","3,67","78,16","77,78","93,37","18,48","5,27","0,00","284,76","37,13","0,00","2,00","34,90","71,20","35,21","55,04","16,41","12,05","27,71","9,15","60,24","7,34","16,52","394,43","5,27","394,43","0,49","11,59","0,00","0,00","20,63","58,24","18,01","100,00","5,19","1.907,00","75,23","0,00","275,55","1,57","0,73","0,04","83,69","95,28","29,78","27,92","9,98","1,58","0,73","0,42","42,00","16,01","15,59","12,20",2,2,1,1,2
167,48062,Mendata,100.0,"18,13","0,00","130,77","58,50","0,00","0,00","0,00","3,00","98,90","0,00","5,18","163,53","0,00","0,00","17,05","100,00","100,00","100,00","0,00","0,00","318,73","42,04","0,00","0,00","53,52","62,80","49,22","63,95","20,16","21,05","5,26","40,00","73,68","7,85","14,66","130,30","0,00","130,30","0,71","28,21","0,00","0,00","16,33","59,77","24,49","96,30","2,09","382,00","87,13","0,00","130,77","-5,24","0,38","0,22","87,32","126,95","5,95","12,82","5,18","5,18","11,95","16,98","14,71","12,82","39,65","17,24",1,1,2,2,1
168,48063,Mendexa,100.0,"9,22","0,00","334,11","44,90","23,20","0,00","69,61","3,00","98,90","0,00","0,00","189,69","2,29","0,00","60,69","100,00","98,48","85,92","0,00","0,00","247,97","63,56","0,00","0,00","26,97","64,00","89,86","52,80","17,16","13,89","8,33","17,14","77,78","34,32","13,27","218,46","0,00","218,46","0,68","2.171,69","0,00","0,00","18,56","63,40","23,45","100,00","3,20","437,00","90,16","0,00","334,11","16,02","2,10","0,42","60,69","109,68","16,56","58,00","6,91","0,00","16,77","29,67","29,67","3,59","12,80","16,39",1,1,2,2,1
169,48064,Meñaka,25.0,"13,04","0,00","79,77","38,20","0,00","11,19","0,00","3,00","98,90","0,00","-4,35","208,45","1,47","0,00","55,57","25,00","99,44","59,09","0,00","0,00","271,28","56,11","93,33","0,00","54,47","65,20","26,09","56,94","19,76","17,65","8,82","15,38","73,53","10,32","13,42","265,05","0,00","265,05","0,81","38,46","0,00","543,48","19,31","60,91","24,02","95,16","1,33","678,00","84,94","0,00","79,77","2,95","0,38","0,16","67,87","128,64","86,96","56,98","8,70","-4,35","8,13","16,37","37,53","11,93","20,14","32,26",1,1,2,2,1
170,1039,Moreda de Álava / Moreda Araba,87.5,"0,00","0,00","461,85","53,10","0,00","27,28","0,00","2,00","99,73","0,00","-11,76","335,09","7,66","0,00","30,00","87,50","100,00","71,43","0,00","0,00","489,19","7,73","0,00","0,00","50,31","63,70","43,14","77,55","29,12","15,38","23,08","48,28","61,54","0,00","8,81","118,99","40,16","118,99","0,77","0,00","0,00","0,00","14,46","47,11","15,70","96,15","3,07","261,00","68,37","4,02","461,85","-15,33","1,89","66,78","5,86","105,79","4,88","32,13","7,84","-11,76","2,65","46,33","-10,62","30,43","34,09","52,63",1,2,2,2,2
171,48066,Morga,0.0,"14,49","0,00","219,57","57,40","23,87","18,82","0,00","3,00","98,90","0,00","-9,66","183,81","0,00","0,00","26,91","0,00","100,00","75,00","0,00","0,00","199,21","55,36","0,00","0,00","54,47","60,70","36,23","53,76","23,72","10,53","5,26","40,62","84,21","9,78","8,07","536,29","0,00","536,29","0,84","40,57","0,00","0,00","16,92","58,97","19,49","100,00","2,69","409,00","89,02","0,00","219,57","2,44","0,75","0,72","62,89","152,72","6,14","16,71","4,83","-9,66","7,47","10,18","6,51","6,52","36,65","27,03",1,1,2,2,1
172,48068,Mundaka,33.33,"3,62","0,00","171,31","48,30","0,00","5,31","0,00","2,00","98,90","0,00","-7,23","196,30","10,86","4,14","460,24","33,33","86,30","44,42","5,16","5,17","323,15","51,26","70,42","5,36","34,61","66,50","43,90","57,28","21,68","16,78","6,04","4,58","77,18","12,42","11,33","314,54","10,32","314,54","0,50","312,69","0,00","166,28","11,80","67,79","29,81","100,00","6,36","1.933,00","77,69","0,00","171,31","9,31","7,55","0,00","43,10","89,33","9,46","15,48","7,75","-7,23","16,95","22,04","8,17","5,69","23,03","13,64",1,1,2,2,1
173,48069,Mungia,70.59,"8,92","12,34","81,08","29,50","4,84","1,70","4,24","3,00","98,90","1,60","4,95","182,13","13,70","10,67","365,48","70,59","87,24","34,83","3,63","1,23","285,03","47,82","98,00","5,30","43,73","74,70","47,10","52,34","13,30","14,26","11,33","4,47","74,41","6,11","16,47","130,58","9,08","130,58","0,64","11,01","0,30","65,05","14,42","64,53","28,19","88,46","7,45","16.209,00","65,20","0,97","81,08","10,80","11,55","0,83","45,73","105,25","1,37","4,24","12,59","4,95","5,18","13,41","21,00","11,90","8,87","9,05",2,1,2,2,1
174,48007,Munitibar-Arbatzegi Gerrikaitz-,100.0,"4,83","0,00","349,40","47,40","48,19","9,00","96,39","3,00","98,90","0,00","-12,08","183,81","0,00","0,00","17,14","100,00","98,58","100,00","0,00","0,00","345,52","101,30","0,00","14,29","42,00","65,90","24,15","65,86","24,21","19,05","0,00","20,69","80,95","12,11","11,38","506,06","0,00","506,06","0,80","53,01","0,00","0,00","20,26","58,46","19,23","100,00","1,94","413,00","81,82","0,00","349,40","9,69","0,25","0,25","80,66","135,72","49,18","72,29","7,25","-12,08","15,00","20,37","6,99","14,16","34,08","40,00",1,1,2,2,1
175,48908,Murueta,33.33,"9,71","0,00","139,61","32,40","0,00","0,00","77,92","3,00","98,90","0,00","-9,71","188,69","3,23","3,23","50,82","33,33","98,89","19,67","0,00","0,00","171,41","44,74","0,00","0,00","45,02","70,70","55,02","58,97","16,45","27,27","9,09","0,00","63,64","6,45","17,10","608,34","0,00","608,34","0,63","129,87","0,00","0,00","16,43","71,07","30,00","100,00","2,26","310,00","91,16","0,00","139,61","0,00","3,54","0,16","37,21","173,33","9,26","64,94","6,47","-9,71","12,76","17,78","42,20","23,48","17,39","20,83",1,1,2,2,1
176,48071,Muskiz,100.0,"16,36","44,07","75,02","37,10","2,73","2,37","10,91","3,00","98,08","54,30","-0,55","181,98","9,42","5,40","328,00","100,00","91,10","30,64","4,09","0,00","372,50","103,23","94,17","4,89","47,61","68,80","69,15","51,15","16,67","20,91","6,11","5,02","72,98","9,98","12,87","72,23","5,46","72,23","0,66","15,41","0,00","184,60","22,78","61,24","17,04","66,67","2,40","7.216,00","70,57","1,09","75,02","5,27","10,39","1,09","38,05","83,64","9,62","30,01","10,45","-0,55","0,41","9,80","16,46","7,22","21,01","20,75",2,1,2,2,1
177,20057,Mutiloa,100.0,"4,13","0,00","302,42","40,50","80,65","0,00","241,94","3,00","96,71","0,00","4,13","151,03","4,26","0,00","26,70","100,00","100,00","68,89","0,00","0,00","529,90","138,03","0,00","7,69","61,30","67,30","33,06","70,29","20,43","21,43","7,14","41,94","71,43","17,02","18,30","98,13","0,00","98,13","0,84","96,77","0,00","0,00","15,12","49,27","17,07","100,00","0,00","235,00","85,26","0,00","302,42","4,26","0,48","0,80","69,89","123,91","47,62","80,65","16,53","4,13","3,82","8,73","40,72","38,95","26,28","40,00",1,2,1,1,2
