,Código municipio,2009_1,2009_2,2009_3,2009_4,2010_5,2009_6,2009_7,2009_8,2009_9,2009_10,2009_11,2009_12,2011_13,2009_14,2009_15,2009_16,2009_17,2001_18,2009_19,2009_20,2009_21,2005_22,2005_23,2009_24,2009_25,2005_26,2011_27,2009_28,2009_29,2009_30,2009_31,2009_32,2012,2009_34,2009_35,2009_36,2009_37,2009_38,2009_39,2009_40,2009_41,2009_42,2009_43,2010_44,2010_45,2010_46,2011_47,2009_48,2009_48.1,2011_50,2009_51,2009_52,2009_53,2009_54,2005_55,2005,2006_57,2009_58,2009_59,2009_60,2009_61,2006_62,2007,2009_64,2001_65,2010,2009
97,48906,100.0,5.92,0.0,192.69,46.5,0.0,3.49,9.88,3.0,98.9,0.0,-2.96,196.72,2.95,0.98,127.0,100.0,99.08,39.92,9.88,0.0,311.2,32.04,88.64,0.0,47.81,69.4,28.6,56.07,19.78,19.35,9.68,15.0,70.97,5.91,11.91,-7.0,0.0,-7.0,0.67,0.0,0.0,224.49,15.9,60.04,22.13,96.05,6.1,1016.0,88.31,0.0,192.69,2.95,1.25,0.75,52.88,132.37,8.0,7.91,13.81,-2.96,10.86,15.82,3.04,15.31,23.85,39.06
98,48035,50.0,13.73,0.0,220.0,40.0,0.0,7.77,0.0,2.0,98.9,0.0,4.58,183.42,2.36,0.0,75.54,50.0,100.0,100.0,0.0,0.0,239.02,50.46,0.0,0.0,54.47,68.4,38.9,56.67,19.86,6.25,12.5,12.0,81.25,7.09,13.95,188.92,0.0,188.92,0.83,0.0,0.0,0.0,13.3,61.13,27.37,100.0,2.6,423.0,88.75,0.0,220.0,16.55,0.98,0.54,42.86,113.99,145.45,177.78,16.02,4.58,9.46,17.72,28.96,3.53,28.12,39.47
99,20038,50.0,6.21,0.0,154.47,52.3,0.0,14.24,0.0,3.0,96.71,0.0,-4.14,162.58,0.0,0.0,31.81,50.0,100.0,36.99,0.0,0.0,350.22,32.3,0.0,11.11,33.33,65.4,26.92,75.56,19.83,15.38,23.08,38.98,61.54,12.66,16.88,314.28,0.0,314.28,0.97,0.0,0.0,0.0,13.67,57.63,20.27,100.0,5.91,474.0,77.83,0.0,154.47,0.0,1.13,1.21,66.38,174.0,4.73,16.26,2.07,-4.14,6.6,6.64,9.22,23.3,33.33,12.35
100,20037,20.0,0.0,0.0,179.69,32.0,0.0,0.0,0.0,3.0,96.71,0.0,15.38,156.88,0.0,0.0,22.0,20.0,100.0,100.0,0.0,0.0,194.96,50.22,0.0,20.0,48.8,68.7,15.38,60.98,21.21,30.0,0.0,46.67,70.0,15.15,12.88,158.91,0.0,158.91,0.8,0.0,0.0,0.0,16.07,50.89,16.96,100.0,1.52,132.0,91.84,7.81,179.69,0.0,0.2,0.5,67.0,140.8,25.0,23.44,23.08,15.38,6.49,15.77,-0.75,31.25,17.28,105.26
101,48036,58.21,7.59,13.69,137.9,33.9,0.34,2.57,2.6,3.0,98.08,0.0,1.4,183.64,13.38,9.79,921.96,58.21,69.72,36.3,3.76,1.71,243.8,44.63,89.91,3.34,2.33,71.0,40.29,49.5,15.82,16.63,7.65,1.22,75.71,5.68,12.82,806.92,9.57,806.92,0.63,1.64,0.0,45.64,15.89,58.93,21.47,88.83,2.75,29226.0,72.85,1.2,137.9,0.92,9.83,1.01,58.52,85.5,17.07,18.19,8.99,1.4,0.22,2.31,-0.65,9.62,10.98,6.15
102,48037,40.0,20.29,0.0,577.57,67.1,0.0,10.02,47.73,2.0,100.0,0.0,-8.35,326.61,1.19,0.0,18.81,40.0,99.25,28.41,11.93,0.0,402.93,35.88,100.0,0.0,47.61,61.1,40.57,52.74,21.74,16.13,16.13,34.15,67.74,10.75,9.56,4.59,0.0,4.59,0.89,0.0,21.48,0.0,25.45,60.98,18.99,100.0,1.55,837.0,80.94,0.0,577.57,-2.39,0.42,0.11,60.2,100.69,1.6,3.58,5.97,-8.35,7.7,16.73,7.03,9.13,51.64,61.73
103,48038,25.0,6.8,0.0,138.66,43.1,0.0,2.62,13.56,3.0,98.9,0.0,-0.76,183.81,1.52,0.76,85.03,25.0,99.36,69.23,7.54,0.0,282.38,36.88,94.44,0.0,14.13,68.8,21.92,56.72,17.83,15.28,15.28,27.47,69.44,9.1,13.96,111.09,0.0,111.09,0.79,28.64,0.0,150.63,15.07,62.87,27.12,100.0,2.81,1318.0,87.09,0.0,138.66,5.31,2.39,0.45,42.13,137.88,3.51,9.8,6.8,-0.76,8.11,16.89,21.47,13.51,20.11,11.36
104,48039,66.67,6.23,0.0,547.99,51.1,0.0,0.0,0.0,1.0,96.44,0.0,6.23,173.94,0.0,0.0,44.79,66.67,100.0,100.0,0.0,0.0,111.47,14.65,0.0,0.0,43.85,64.6,37.38,52.15,16.67,15.38,0.0,31.58,84.62,6.29,15.09,614.22,0.0,614.22,0.78,0.0,0.0,0.0,17.96,61.97,25.0,100.0,2.52,318.0,84.38,0.0,547.99,6.29,0.35,0.14,72.39,153.23,88.0,68.11,6.23,6.23,3.79,15.13,32.5,22.22,33.59,39.22
105,48040,55.56,14.06,0.0,175.16,28.2,0.0,2.53,13.38,3.0,98.9,0.0,6.39,182.65,2.57,0.0,90.64,55.56,99.4,43.66,6.37,0.0,248.23,34.44,100.0,4.41,54.47,73.2,43.45,52.39,14.69,13.95,28.68,13.48,57.36,6.41,16.61,24.3,0.0,24.3,0.82,6.37,0.0,114.89,16.69,72.93,26.42,100.0,2.25,1559.0,86.27,0.0,175.16,5.77,0.6,3.43,38.43,112.9,39.42,26.11,12.78,6.39,5.6,12.83,28.21,13.44,13.47,7.66
106,48041,80.0,28.67,0.0,413.12,42.3,0.0,0.0,0.0,3.0,98.9,0.0,-8.03,136.68,1.14,0.0,64.34,80.0,99.68,80.15,11.51,0.0,251.63,36.77,0.0,11.76,68.62,68.0,44.72,53.78,18.74,24.64,5.8,4.23,69.57,11.43,12.46,142.63,0.0,142.63,0.84,75.95,0.0,0.0,15.8,72.05,34.26,100.0,3.66,875.0,85.6,0.0,413.12,-1.14,5.39,0.37,60.29,153.87,4.09,34.52,2.29,-8.03,11.92,16.94,7.89,5.89,22.12,18.52
107,20907,100.0,0.0,0.0,180.72,41.3,180.72,0.0,0.0,1.0,96.71,0.0,12.35,188.59,0.0,0.0,17.75,100.0,100.0,100.0,0.0,0.0,297.46,97.1,0.0,0.0,52.75,61.1,12.35,46.3,15.82,41.67,0.0,45.45,58.33,18.99,13.92,66.57,0.0,66.57,0.52,0.0,0.0,0.0,14.97,39.46,12.93,100.0,0.0,158.0,89.04,6.02,180.72,0.0,0.21,0.11,74.04,109.83,5.26,6.02,12.35,12.35,6.56,8.34,6.04,11.76,13.89,40.0
108,48046,80.0,3.38,21.12,92.05,37.8,1.84,1.83,0.37,3.0,98.9,11.48,1.6,171.97,19.08,14.71,1913.0,80.0,75.81,50.46,4.3,3.08,337.09,36.87,99.25,5.14,32.67,73.8,50.46,60.4,20.21,18.64,6.98,1.75,74.38,7.33,13.09,52.65,9.82,52.65,0.6,8.78,0.0,39.45,12.75,58.77,25.94,77.79,8.34,16244.0,61.89,0.98,92.05,7.94,17.15,2.83,44.88,91.04,14.56,13.01,10.94,1.6,8.86,13.88,4.86,12.67,19.04,4.55
109,20039,71.43,19.23,0.0,211.96,40.2,11.21,4.35,0.0,3.0,98.9,0.0,1.89,156.73,11.04,4.95,247.92,71.43,87.38,53.78,3.74,7.61,264.5,35.9,0.0,5.71,14.7,60.4,59.95,58.12,16.93,11.33,19.92,19.3,68.75,14.84,15.83,183.61,11.21,183.61,0.61,99.44,0.0,0.0,15.4,54.95,20.6,98.65,6.54,2628.0,59.38,0.75,211.96,11.42,4.6,12.92,25.94,97.98,34.02,62.06,9.8,1.89,1.13,19.17,8.15,17.57,20.3,9.43
110,48044,40.0,11.21,28.13,82.45,36.7,0.25,1.29,1.86,3.0,98.08,0.43,0.0,183.57,13.36,9.45,6787.0,40.0,61.47,57.17,3.24,0.5,338.75,73.92,85.97,3.16,47.08,74.5,30.09,54.08,17.53,10.11,2.76,0.39,87.13,5.09,12.77,92.83,8.97,92.83,0.59,3.65,0.61,31.22,11.14,80.35,43.71,83.64,5.67,80770.0,75.77,1.48,82.45,4.98,37.39,1.68,6.3,106.05,11.91,6.6,8.15,0.0,10.02,8.3,-3.22,7.57,11.78,3.5
111,48047,75.0,20.1,0.0,159.2,25.8,0.0,0.0,149.25,3.0,98.9,0.0,5.03,182.02,0.0,0.0,31.11,75.0,100.0,20.0,0.0,0.0,760.04,173.33,0.0,0.0,42.0,66.1,15.08,61.98,18.88,9.76,58.54,2.33,31.71,20.41,14.8,325.87,0.0,325.87,0.97,64.68,0.0,0.0,19.66,62.36,22.47,95.0,4.08,196.0,81.4,0.0,159.2,5.1,2.71,0.0,74.44,114.17,2.34,19.9,5.03,5.03,18.3,29.67,40.0,26.56,14.44,33.33
112,48042,42.86,7.47,0.0,706.9,46.3,11.49,3.04,0.0,3.0,100.0,0.0,1.15,184.65,7.47,3.45,42.46,42.86,99.05,62.79,5.75,0.0,313.8,65.14,90.7,2.27,39.09,65.3,29.29,61.8,22.06,9.77,9.02,14.91,81.2,5.17,12.64,444.63,5.75,444.63,0.8,25.86,11.49,60.21,16.56,59.54,23.51,100.0,3.79,1741.0,79.34,0.0,706.9,0.0,0.59,0.93,82.83,120.94,291.67,402.3,9.76,1.15,12.64,15.58,20.48,24.72,29.52,25.97
113,48043,75.0,3.12,0.0,417.95,34.8,0.0,3.65,2.73,3.0,98.9,2.25,2.93,183.18,7.78,5.56,529.41,75.0,93.56,59.69,1.82,0.0,264.37,27.71,0.0,1.55,59.86,75.3,27.15,52.76,14.35,22.16,1.17,2.35,76.68,6.48,16.07,76.7,9.09,76.7,0.63,74.14,0.0,0.0,15.21,75.06,36.15,100.0,5.11,5400.0,82.73,1.27,417.95,6.3,9.69,0.98,24.8,91.18,29.25,52.52,9.17,2.93,11.95,15.57,36.02,16.99,7.06,4.43
114,48045,26.32,6.71,0.0,865.13,41.7,6.18,3.42,26.26,3.0,100.0,3.85,2.81,183.53,9.92,6.14,154.1,26.32,89.87,45.85,4.63,1.58,316.41,38.66,88.46,4.85,39.09,66.6,31.2,57.35,19.09,18.88,6.87,6.02,74.25,6.62,13.77,209.58,9.27,209.58,0.61,3.86,0.0,21.59,17.93,54.44,16.79,92.57,5.43,6349.0,78.8,0.46,865.13,9.61,2.29,0.53,64.85,81.83,2.96,4.33,12.17,2.81,8.24,10.85,8.36,15.79,22.73,8.65
115,1056,100.0,16.61,0.0,229.73,47.3,0.0,0.0,0.0,3.0,98.08,0.0,-19.93,575.66,3.28,0.0,7.8,100.0,100.0,79.25,0.0,0.0,796.25,49.02,0.0,0.0,76.61,66.5,19.93,75.29,35.08,37.04,11.11,48.78,51.85,6.56,5.25,-165.66,33.78,-165.66,1.02,54.05,0.0,0.0,12.32,31.34,7.39,100.0,2.95,305.0,65.74,0.0,229.73,0.0,0.57,29.51,56.11,117.69,6.79,50.68,3.32,-19.93,12.14,31.49,-13.6,13.59,26.86,58.82
116,20040,71.43,12.13,0.0,203.84,35.2,1.56,2.12,1.4,3.0,99.73,47.92,2.75,186.48,12.23,7.57,477.45,71.43,83.96,36.25,3.63,1.04,406.99,89.75,84.87,4.26,19.0,70.2,29.55,57.11,17.23,21.86,12.7,2.04,65.43,5.5,15.02,252.25,6.74,252.25,0.62,4.61,0.0,34.82,18.3,58.64,18.87,77.65,4.57,19289.0,69.57,1.09,203.84,2.23,6.82,1.63,65.17,82.35,10.89,15.56,10.11,2.75,7.3,12.27,3.25,11.15,14.82,9.59
117,20041,66.67,0.0,0.0,94.83,35.8,0.0,0.0,0.0,3.0,96.71,0.0,-2.88,180.19,0.0,0.0,82.38,66.67,98.51,100.0,0.0,0.0,179.15,23.35,0.0,0.0,52.75,71.1,23.05,56.56,15.03,42.86,0.0,20.0,57.14,8.67,16.18,234.14,0.0,234.14,0.84,0.0,0.0,0.0,13.16,49.67,19.41,100.0,2.31,346.0,86.98,2.87,94.83,11.56,0.33,0.0,47.38,133.19,14.29,5.75,2.88,-2.88,4.5,6.66,20.56,13.64,21.68,18.87
118,20036,25.0,8.02,0.0,171.89,38.9,0.61,2.52,3.64,3.0,99.73,14.81,2.37,188.52,9.24,5.95,571.46,25.0,92.31,54.88,3.64,3.04,241.23,33.99,95.28,2.75,42.0,72.9,25.58,55.56,16.28,16.23,3.74,5.75,80.03,8.38,15.15,72.72,4.86,72.72,0.65,73.74,4.31,20.11,15.14,67.22,27.81,89.78,5.55,16458.0,72.04,1.28,171.89,4.25,12.61,2.5,35.07,96.57,5.18,11.42,9.6,2.37,1.34,3.2,12.16,4.97,18.01,5.13
119,20042,57.14,3.0,0.0,237.05,39.0,4.6,4.99,0.0,2.0,96.71,0.0,3.46,156.14,9.46,3.92,867.0,57.14,86.57,36.85,4.6,0.0,298.64,52.48,0.0,3.92,17.16,71.1,22.12,52.59,16.29,18.73,17.78,5.3,63.49,3.92,14.03,244.11,4.6,244.11,0.65,0.0,0.0,12.38,18.06,52.29,17.49,98.96,4.54,4335.0,85.28,0.23,237.05,7.15,3.0,1.8,44.6,84.83,16.0,5.52,10.83,3.46,1.41,1.67,0.02,12.66,13.86,17.43
120,48048,66.67,24.39,0.0,192.18,37.3,32.57,9.75,0.0,3.0,98.9,0.0,-1.63,199.28,3.25,0.0,39.49,66.67,100.0,100.0,16.29,0.0,239.6,32.59,0.0,0.0,50.66,65.1,222.76,62.96,26.46,15.79,2.63,9.76,81.58,24.35,9.58,526.35,16.29,526.35,0.68,159.61,0.0,0.0,13.31,67.78,38.7,98.18,2.44,616.0,84.36,0.0,192.18,3.25,1.57,0.0,60.51,116.46,4.49,17.92,9.76,-1.63,16.52,21.54,19.61,1.97,16.92,48.39
121,20043,70.0,56.56,0.0,247.68,43.0,4.42,5.29,2.21,3.0,96.71,0.0,3.09,159.62,8.83,4.86,76.75,70.0,97.67,20.73,4.42,4.42,225.84,44.33,0.0,5.81,36.2,66.4,22.98,59.66,19.08,14.21,19.8,11.92,65.99,3.53,14.36,781.19,8.85,781.19,0.83,23.44,0.0,0.0,18.01,56.74,18.76,98.86,6.32,2264.0,73.28,0.44,247.68,12.37,1.06,0.17,65.63,107.03,13.42,18.58,13.7,3.09,1.85,10.0,10.98,17.55,28.19,8.65
122,48094,71.43,3.77,0.0,190.14,37.2,2.36,3.07,2.12,3.0,96.44,0.0,2.12,181.1,15.1,9.44,244.97,71.43,90.24,20.56,2.36,2.36,261.18,41.31,0.0,3.85,41.79,74.9,31.61,48.49,15.46,17.27,12.95,7.12,69.78,7.08,11.89,452.03,14.15,452.03,0.69,17.46,0.0,0.0,19.04,57.57,19.2,93.96,7.06,4238.0,66.78,0.47,190.14,8.26,3.08,1.85,68.5,93.47,15.98,20.05,12.03,2.12,0.8,6.9,7.62,23.57,13.68,11.24
123,20044,33.33,38.46,0.0,300.0,38.1,42.55,16.82,40.43,3.0,96.71,0.0,4.27,155.41,0.0,4.3,232.5,33.33,97.18,49.78,0.0,0.0,748.15,36.37,100.0,13.33,52.75,65.3,47.01,56.57,15.48,14.0,32.0,9.09,54.0,4.3,16.34,166.26,0.0,166.26,0.62,0.0,59.57,0.0,19.66,61.87,14.87,100.0,4.09,465.0,85.56,2.13,300.0,0.0,4.35,1.0,47.0,103.26,11.49,21.28,4.27,4.27,0.7,6.43,21.73,27.17,16.83,27.78
124,20045,16.13,5.84,46.12,139.49,36.1,1.97,0.92,3.1,3.0,99.73,18.03,1.31,186.61,18.52,12.91,1424.0,16.13,74.97,50.2,3.94,2.63,318.36,42.77,98.26,2.94,42.0,72.1,45.75,55.23,17.41,19.91,6.07,0.9,74.02,6.43,14.05,276.25,6.07,276.25,0.65,14.54,0.33,35.4,17.5,60.52,19.69,57.12,7.87,60951.0,48.06,1.49,139.49,7.1,10.65,1.1,49.63,83.61,2.26,1.69,10.52,1.31,1.57,1.82,9.83,10.76,17.3,6.06
125,20046,42.86,43.98,0.0,234.62,23.2,0.0,3.3,0.0,2.0,96.71,0.0,20.7,155.56,5.28,5.94,505.0,42.86,78.41,34.6,0.0,6.6,221.55,31.61,0.0,3.7,52.75,77.1,45.92,46.66,8.18,14.45,24.86,0.0,60.69,5.94,20.53,71.62,0.0,71.62,0.79,0.0,0.0,0.0,23.69,67.81,21.79,100.0,5.68,1515.0,85.96,0.0,234.62,0.66,10.8,1.67,61.33,94.03,0.31,0.63,24.58,20.7,0.05,4.88,103.08,15.63,7.49,9.04
126,1027,31.82,53.78,0.0,542.07,49.2,0.0,0.0,88.06,2.0,99.73,0.0,-1.99,99.34,2.03,2.03,10.47,31.82,100.0,79.71,0.0,0.0,234.5,17.13,0.0,0.0,47.43,64.7,17.93,50.76,16.84,33.33,16.67,64.91,50.0,6.09,14.0,183.56,0.0,183.56,1.0,0.0,0.0,0.0,20.92,54.03,14.81,100.0,2.43,493.0,84.17,0.0,542.07,20.28,1.41,55.5,35.71,153.9,1.36,17.61,7.97,-1.99,5.02,18.51,18.51,25.0,35.69,131.58
127,1901,50.0,18.09,0.0,103.94,37.5,0.0,3.2,0.0,3.0,99.73,0.0,11.95,275.17,4.5,3.12,54.27,50.0,97.73,24.44,3.36,3.46,431.76,24.07,100.0,4.41,7.04,79.6,40.27,45.59,10.46,22.55,13.19,7.02,64.26,5.54,17.04,976.54,6.73,976.54,1.03,2.69,0.0,120.13,17.78,57.36,16.31,91.21,5.85,2887.0,78.74,0.34,103.94,10.39,4.96,28.29,52.74,114.08,0.76,6.73,16.38,11.95,2.53,11.93,72.46,11.8,19.87,9.4
128,48049,25.0,22.56,0.0,187.13,36.8,0.0,0.0,46.41,3.0,98.9,0.0,-6.02,183.55,4.53,1.51,29.29,25.0,100.0,43.14,0.0,0.0,235.93,67.23,0.0,8.0,42.0,69.2,33.08,60.68,24.17,7.69,20.51,30.77,71.79,12.08,11.18,325.82,0.0,325.82,0.81,58.38,0.0,0.0,13.81,51.58,23.13,100.0,1.06,662.0,86.9,0.0,187.13,6.04,0.23,0.84,78.5,134.81,5.77,4.49,13.53,-6.02,19.82,25.61,6.77,22.54,15.51,23.53
129,20047,50.0,36.64,0.0,234.49,43.7,0.0,10.32,7.56,3.0,96.71,0.0,16.79,126.49,3.08,3.08,72.92,50.0,97.94,19.71,15.13,30.82,243.42,38.17,0.0,6.9,23.9,62.0,67.18,59.46,18.95,18.18,22.73,5.56,59.09,4.62,14.95,-83.19,0.0,-83.19,0.78,68.08,0.0,0.0,17.16,52.36,17.16,97.92,6.01,649.0,86.97,1.51,234.49,18.49,1.36,0.11,78.76,94.81,21.49,39.33,25.95,16.79,0.72,10.0,6.57,19.64,35.63,17.24
130,48910,100.0,14.9,0.0,238.98,42.7,2.62,5.76,13.12,3.0,96.44,0.0,2.09,182.06,9.9,10.42,201.95,100.0,89.62,20.63,2.62,7.82,209.01,44.92,0.0,4.04,47.06,66.6,54.64,52.02,19.94,13.27,25.06,5.44,61.67,6.25,11.02,427.15,2.62,427.15,0.84,0.0,0.0,0.0,15.95,50.33,15.09,89.8,7.48,3837.0,80.79,1.31,238.98,13.03,2.89,1.21,57.42,84.11,9.09,13.12,9.15,2.09,0.49,10.99,-11.37,10.98,16.71,4.58
131,48050,100.0,3.79,0.0,355.56,47.9,0.0,33.13,0.0,3.0,96.44,0.0,-18.94,186.48,3.88,7.75,60.0,100.0,98.57,16.03,0.0,38.76,200.57,63.83,0.0,0.0,77.34,63.2,49.24,47.43,20.54,12.24,36.73,14.0,51.02,11.63,6.98,-95.21,0.0,-95.21,1.0,0.0,0.0,0.0,21.51,62.55,20.32,100.0,5.81,258.0,78.33,3.7,355.56,58.14,3.05,1.16,64.88,121.31,19.08,92.59,3.79,-18.94,2.18,11.79,-5.15,5.94,45.38,68.97
132,48022,83.33,8.93,0.0,96.91,60.3,0.0,1.52,0.0,2.0,100.0,0.0,-8.58,456.62,11.74,6.05,20.41,83.33,99.86,59.81,3.59,0.0,350.88,34.92,89.66,4.08,27.84,65.3,37.53,60.85,24.52,17.35,6.39,50.62,76.26,11.03,9.54,10.02,10.77,10.02,0.83,66.04,0.0,84.3,13.76,44.73,12.15,93.69,1.99,2810.0,50.93,0.72,96.91,6.05,0.17,0.15,37.43,109.05,16.81,14.36,5.72,-8.58,11.6,34.88,-7.47,26.67,41.92,7.87
133,48907,50.0,31.25,0.0,95.47,59.9,0.0,0.0,0.0,3.0,98.9,0.0,-2.4,196.04,0.0,0.0,34.33,50.0,99.38,44.44,0.0,0.0,221.56,39.94,0.0,0.0,70.3,66.6,50.48,58.46,20.39,5.26,5.26,48.89,89.47,9.71,13.11,255.86,0.0,255.86,0.75,23.87,0.0,0.0,18.68,61.05,24.21,96.67,1.46,412.0,86.26,2.39,95.47,-4.85,0.32,1.42,64.42,136.08,12.82,11.93,7.21,-2.4,11.26,16.28,13.81,18.83,33.18,17.86
134,1019,87.5,0.0,0.0,641.03,37.2,0.0,32.03,0.0,2.0,99.73,0.0,5.13,153.8,0.0,0.0,15.52,87.5,98.68,100.0,0.0,0.0,333.11,37.13,0.0,0.0,10.68,64.2,5.13,74.77,22.68,20.0,20.0,71.88,60.0,0.0,18.04,712.28,51.28,712.28,0.69,0.0,0.0,0.0,16.96,43.27,11.11,81.82,1.03,194.0,68.06,5.13,641.03,-5.15,1.18,60.08,23.04,104.83,13.51,102.56,10.26,5.13,13.16,39.94,2.11,16.52,12.4,28.57
135,1020,100.0,73.03,0.0,523.94,51.1,28.17,9.36,0.0,0.0,99.73,0.0,-2.81,307.65,0.0,2.8,4.23,100.0,100.0,100.0,0.0,0.0,499.71,19.66,0.0,0.0,76.79,64.5,36.52,52.56,23.53,5.0,5.0,44.44,90.0,16.81,8.12,-722.56,0.0,-722.56,1.1,22.54,0.0,0.0,18.6,53.2,14.53,100.0,1.12,357.0,85.21,0.0,523.94,8.4,0.84,17.88,53.78,144.5,1.42,28.17,8.43,-2.81,7.88,22.97,-4.03,5.98,32.98,107.14
136,1028,50.0,6.07,0.0,501.7,44.5,0.0,6.99,0.0,2.0,98.08,0.0,16.86,333.59,12.05,4.69,39.11,50.0,83.98,51.98,6.8,6.69,400.56,11.49,0.0,3.85,57.56,63.9,39.78,55.95,15.66,22.78,18.35,26.34,58.86,16.06,15.06,13.51,6.8,13.51,0.77,75.46,0.0,0.0,16.18,52.06,14.73,96.36,8.37,1494.0,58.27,0.0,501.7,-22.09,2.12,38.51,25.99,107.64,19.98,110.13,21.58,16.86,2.44,28.75,25.02,2.85,17.72,12.88
137,1030,53.33,10.99,0.0,1252.0,39.4,0.0,0.0,0.0,3.0,98.08,0.0,-21.98,692.96,5.38,0.0,4.08,53.33,99.22,100.0,0.0,0.0,312.34,17.24,0.0,0.0,84.23,67.5,49.45,73.83,36.02,18.18,9.09,40.74,72.73,5.38,3.23,277.23,0.0,277.23,0.88,0.0,0.0,0.0,13.56,39.55,12.43,100.0,1.08,186.0,69.86,5.62,1252.0,-5.38,0.56,16.1,70.22,99.03,1.18,16.85,0.0,-21.98,21.44,30.23,-5.58,1.73,18.64,333.33
138,1032,100.0,5.82,0.0,362.07,34.1,0.0,4.73,0.0,2.0,99.73,0.0,-1.46,347.78,10.34,2.95,27.98,100.0,99.64,59.06,14.37,0.0,689.23,8.31,0.0,9.52,33.72,63.6,33.48,65.53,23.93,18.09,46.81,41.1,35.11,5.91,11.52,84.17,14.37,84.17,0.72,27.3,0.0,0.0,13.22,44.17,12.44,91.49,8.27,677.0,50.62,2.87,362.07,35.45,1.06,61.32,4.34,97.55,11.72,43.1,8.73,-1.46,9.63,43.16,5.45,10.52,12.59,12.5
139,48051,75.0,14.29,0.0,720.59,54.5,0.0,0.0,0.0,1.0,100.0,0.0,-7.14,189.36,3.48,3.48,239.17,75.0,99.3,100.0,0.0,0.0,245.01,30.39,100.0,0.0,27.84,62.9,7.14,62.15,26.83,35.0,5.0,34.38,60.0,13.94,8.71,414.28,36.76,414.28,0.8,0.0,91.91,0.0,11.79,41.06,13.31,100.0,4.88,287.0,60.22,0.0,720.59,-17.42,12.42,0.0,35.83,110.03,1.34,7.35,3.57,-7.14,0.0,43.73,-1.37,9.79,35.0,45.45
140,1902,100.0,34.02,0.0,12.54,66.4,0.0,4.84,0.0,2.0,98.08,0.0,-10.31,159.01,1.02,2.04,15.89,100.0,100.0,15.27,0.0,10.18,293.27,10.65,0.0,0.0,53.72,63.9,32.99,59.16,22.1,7.5,32.5,31.78,60.0,10.18,11.71,300.1,0.0,300.1,0.85,64.79,0.0,0.0,21.83,52.83,14.82,90.38,5.09,982.0,69.81,1.04,12.54,2.04,3.22,59.32,30.73,104.83,2.46,51.2,4.12,-10.31,6.6,28.33,6.28,29.37,48.76,103.45
141,1033,0.0,2.29,0.0,420.32,65.4,0.0,0.0,0.0,3.0,99.73,0.0,-5.73,281.74,10.26,3.42,146.17,0.0,98.44,47.66,11.55,0.0,522.21,7.98,0.0,10.0,48.35,63.1,41.28,63.93,22.69,13.33,53.33,43.98,33.33,6.84,12.54,28.68,23.09,28.68,0.75,15.01,0.0,0.0,10.6,43.77,14.09,72.22,7.3,877.0,46.99,1.15,420.32,3.42,7.4,59.33,4.0,105.16,1.13,5.77,3.44,-5.73,13.09,40.9,0.57,11.64,42.93,9.26
142,48052,75.0,10.02,0.0,287.95,39.8,0.0,4.74,0.0,3.0,98.08,0.0,-1.58,185.81,7.47,1.6,87.16,75.0,97.69,40.06,5.22,0.0,277.45,40.82,0.0,5.88,41.29,72.9,44.83,61.0,18.73,15.76,12.73,9.82,71.52,8.0,15.64,88.34,10.43,88.34,0.73,6.26,0.0,0.0,13.55,64.94,31.02,100.0,3.2,1874.0,84.4,0.0,287.95,3.74,0.75,0.0,64.05,108.33,16.67,14.08,11.08,-1.58,1.34,4.03,20.9,24.13,26.53,15.87
143,20048,100.0,0.0,0.0,335.97,35.5,0.0,18.1,0.0,3.0,96.71,0.0,11.95,260.38,0.0,0.0,42.2,100.0,100.0,100.0,0.0,0.0,270.85,49.98,0.0,6.67,45.12,70.4,11.95,69.39,12.85,31.25,6.25,26.47,62.5,4.02,24.9,36.72,0.0,36.72,0.65,0.0,0.0,0.0,15.87,50.0,18.27,100.0,1.2,249.0,86.44,0.0,335.97,8.03,0.64,0.34,55.42,173.11,26.32,39.53,19.92,11.95,5.37,11.93,72.92,24.53,22.22,15.62
144,20902,100.0,13.47,29.81,236.9,33.4,0.0,1.84,2.07,3.0,99.73,3.24,4.55,248.64,11.64,8.15,3013.0,100.0,67.67,53.98,3.36,0.56,319.03,87.18,92.65,3.71,27.5,75.0,22.22,54.13,18.43,21.98,5.31,1.36,72.72,6.75,12.96,-109.27,6.16,-109.27,0.6,9.86,0.17,18.98,17.5,52.81,16.87,88.07,5.55,17782.0,77.43,1.06,236.9,8.38,17.1,1.69,25.08,79.56,29.83,16.86,10.89,4.55,1.01,11.03,0.86,7.67,5.67,10.46
145,1036,45.16,3.87,0.0,170.9,37.2,3.26,1.11,3.26,3.0,100.0,3.67,-1.36,167.36,12.39,8.85,487.07,45.16,77.04,28.4,3.8,0.55,422.59,24.96,88.31,3.83,50.19,72.6,28.09,56.24,20.46,14.88,7.52,3.56,77.6,5.84,11.46,280.09,11.4,280.09,0.59,3.42,0.71,16.72,17.56,55.17,18.34,67.26,3.57,18314.0,55.56,1.57,170.9,4.31,4.28,3.3,69.79,86.92,14.93,13.03,8.38,-1.36,4.26,13.05,-6.71,7.85,12.27,8.7
